key-flower,product-name,cultivar,thc-level,cbd-level,radiation,wholesaler,genetic,origin,lowest-offer
canopy gdb 12: god bud 2,canopy gdb 12,god bud 2,1.0,12.0,irradiated,Canopy Medical,Hybrid,Kanada,0.0
cannabistada 22/1 wap: wappa,cannabistada 22/1 wap,wappa,22.0,0.1,non-irradiated,Stada,Hybrid,Kanada,0.0
23/1 n!ce c: cherry pie,23/1 n!ce c,cherry pie,23.0,0.1,non-irradiated,cansativa,Indica,Portugal,0.0
althea thc 24: la sage,althea thc 24,la sage,24.0,0.1,non-irradiated,Nimbus Health,Hybrid,Nordmazedonien,0.0
420 evolution 33/1 ca icc: ice cream cake kush mints,420 evolution 33/1 ca icc,ice cream cake kush mints,33.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
adrex 21 lmog col: lemon og,adrex 21 lmog col,lemon og,20.0,0.1,non-irradiated,Adrex,Hybrid,Kolumbien,0.0
cannamedical sativa light: amnesia haze,cannamedical sativa light,amnesia haze,16.5,0.1,non-irradiated,Cannamedical,Sativa,Kanada,0.0
ceres no.2: slurricane mint,ceres no.2,slurricane mint,26.5,0.1,non-irradiated,Cantourage,Hybrid,Kanada,7.95
aleph amber 20/1: kl003,aleph amber 20/1,kl003,20.0,0.1,non-irradiated,alephSana,Hybrid,Portugal,0.0
re:cannis 9.5/10.5 hybrid: midnight,re:cannis 9.5/10.5 hybrid,midnight,9.5,11.0,non-irradiated,Fette Pharma GmbH,Hybrid,Lesotho,0.0
avaay 21/1 bkr: black krush,avaay 21/1 bkr,black krush,21.0,0.1,non-irradiated,Vayamed,Indica,Kanada,0.0
enua 25/1 gth ca: ghost train haze,enua 25/1 gth ca,ghost train haze,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
cannabis 1a 16/1 flos: white widow,cannabis 1a 16/1 flos,white widow,15.6,0.1,e-beam,Weeco,Hybrid Sativa-dominant,,0.0
canopy bakerstreet 22: hindu kush,canopy bakerstreet 22,hindu kush,22.0,0.1,irradiated,Canopy Medical,Indica,Kanada,10.69
tilray thc 22 spotlight vancouver: purps,tilray thc 22 spotlight vancouver,purps,22.0,0.1,irradiated,Tilray,Hybrid,Kanada,0.0
avaay 24/1 sc: slurricane,avaay 24/1 sc,slurricane,25.0,0.1,non-irradiated,Vayamed,Hybrid,Südafrika,0.0
khiron pa 20/1: purple amnesia,khiron pa 20/1,purple amnesia,20.0,0.1,non-irradiated,Pharmadrug,Sativa,Jersey,0.0
barongo 23/1 oo: orange octane,barongo 23/1 oo,orange octane,23.0,0.1,non-irradiated,WMG Pharma,Hybrid,Kanada,12.61
nimbus easy 20/1 hellfire: hellfire,nimbus easy 20/1 hellfire,hellfire,20.0,0.1,non-irradiated,Nimbus Health,Hybrid,Nordmazedonien,9.5
remexian 25/1 gg4: gorilla glue 4,remexian 25/1 gg4,gorilla glue 4,25.0,0.1,non-irradiated,remexian pharma,Hybrid,Portugal,0.0
tilray thc18 spotlight porto: lilac diesel,tilray thc18 spotlight porto,lilac diesel,18.0,1.0,irradiated,Tilray,Sativa,Portugal,0.0
enua 30/1 dsh ca: dark shadow haze,enua 30/1 dsh ca,dark shadow haze,30.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
demecan organic mc 25:01: cherry mints,demecan organic mc 25:01,cherry mints,22.7,0.2,no,Demecan,Hybrid Sativa-dominant,,0.0
remexian 30/1 prt: think fast,remexian 30/1 prt,think fast,28.1,0.2,no,Remexian,Hybrid Sativa-dominant,,0.0
avaay khalifa 24/1 km: khalifa mints,avaay khalifa 24/1 km,khalifa mints,23.4,0.1,no,avaay,Hybrid Sativa-dominant,,0.0
demecan core moonbow-112 23:01: monnbow 112 ix,demecan core moonbow-112 23:01,monnbow 112 ix,23.0,0.1,non-irradiated,Demecan,Hybrid,Deutschland,8.33
herbasana colombiana 20:01: apple soda,herbasana colombiana 20:01,apple soda,20.0,0.1,non-irradiated,Herbasana,Hybrid,Kolumbien,0.0
tilray thc 21: skywalker,tilray thc 21,skywalker,21.0,0.1,unbekannt,Tilray,Hybrid,,0.0
gm supernova 25:01: colour of space 12,gm supernova 25:01,colour of space 12,25.0,0.1,non-irradiated,German Medical,Hybrid,Südafrika,0.0
canify 18/1 pt pink kush: pink kush,canify 18/1 pt pink kush,pink kush,18.0,0.1,irradiated,Canify,Hybrid,Portugal,0.0
costa canna dynamics - forte: grape stomper,costa canna dynamics - forte,grape stomper,25.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
alephsana amber 26: mango kush,alephsana amber 26,mango kush,26.94,1.0,no,alephSana,Indica,,0.0
tilray indica strong: cheese quake,tilray indica strong,cheese quake,22.0,0.1,irradiated,Tilray,Indica,Uruguay,0.0
cannabis flos 25/1 por ku. moroccan peaches: moroccan peaches,cannabis flos 25/1 por ku. moroccan peaches,moroccan peaches,25.0,0.1,non-irradiated,Canify,Hybrid,Portugal,0.0
420 natural 20/1 ca gg4: gorilla glue 4,420 natural 20/1 ca gg4,gorilla glue 4,20.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
rua hihiko 30/1: grape haze,rua hihiko 30/1,grape haze,30.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
cannamedical sativa forte nm: gelato dream,cannamedical sativa forte nm,gelato dream,23.9,0.1,no,Cannamedical,Sativa,Nordmazedonien,9.29
imc thc22 t02: og kush,imc thc22 t02,og kush,22.1,0.1,irradiated,IMC,Indica,Spanien,9.52
tilray thc9:cbd9 no.2: warlock cbd,tilray thc9:cbd9 no.2,warlock cbd,9.0,9.0,irradiated,Tilray,Hybrid,Portugal,20.4
nimbus 22/1 rzm: runtz mintz by fidel´s seed co,nimbus 22/1 rzm,runtz mintz by fidel´s seed co,22.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
typ 1 demecan: bubba kush,typ 1 demecan,bubba kush,21.0,0.1,irradiated,Demecan,Indica,Deutschland,8.99
social choice 24/1 sen gth: ghost train haze,social choice 24/1 sen gth,ghost train haze,24.0,1.0,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
blackbird strong sativa: euforia,blackbird strong sativa,euforia,20.0,0.1,non-irradiated,Cantourage,Sativa,Nordmazedonien,0.0
cannabis flos 20/1 uy ku. gorilla glue: gorilla glue,cannabis flos 20/1 uy ku. gorilla glue,gorilla glue,20.0,0.1,non-irradiated,Canify,Hybrid,Uruguay,0.0
enua 25/1 cro ca: crescendo cookies,enua 25/1 cro ca,crescendo cookies,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
enua 27/1 tib ca: tickle burger,enua 27/1 tib ca,tickle burger,27.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
green karat cg: cool grapes,green karat cg,cool grapes,28.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
tilray thc18 spotlight vancouver: headband,tilray thc18 spotlight vancouver,headband,18.0,0.1,irradiated,Tilray,Sativa,Kanada,0.0
enua 22/1 mac f ca: mac f,enua 22/1 mac f ca,mac f,22.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
eufloria 27/1 sru: slurricane pancake runtz,eufloria 27/1 sru,slurricane pancake runtz,27.0,0.1,non-irradiated,remexian pharma,Indica,Kanada,11.54
roxton air fc: frosted cookies,roxton air fc,frosted cookies,24.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,7.5
420 balanced basic pt slg: super lemon g,420 balanced basic pt slg,super lemon g,5.6,6.8,non-irradiated,Four 20 Pharma,Hybrid,Portugal,8.95
cannamedical sativa classic: fast orange,cannamedical sativa classic,fast orange,18.6,1.0,irradiated,Cannamedical,Hybrid,Kanada,0.0
huala 20/1 ca dog: chemdog,huala 20/1 ca dog,chemdog,20.0,0.4,no,420 Pharma,Hybrid Indica-dominant,,0.0
grünhorn cp 22/1: cherry pie,grünhorn cp 22/1,cherry pie,22.48,0.05,no,Canify,Indica,,0.0
avaay simple 23/1 lsb: lemon sherbet,avaay simple 23/1 lsb,lemon sherbet,23.0,0.1,non-irradiated,Vayamed,Indica,Uruguay,0.0
patagonia plus tn: the new,patagonia plus tn,the new,22.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
tilray thc 25 spotlight porto iss: island sweet skunk,tilray thc 25 spotlight porto iss,island sweet skunk,25.0,1.0,irradiated,Tilray,Sativa,Portugal,0.0
420 compound 20/1 pt tgy: tigerz eye,420 compound 20/1 pt tgy,tigerz eye,20.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Portugal,0.0
imc thc21 t01: hindu kush,imc thc21 t01,hindu kush,21.0,0.1,irradiated,IMC,Indica,Spanien,0.0
madrecan 21/1: shark attack,madrecan 21/1,shark attack,19.1,0.05,e-beam,Remexian,Indica,Portugal,0.0
avaay 28/1 kh: karel´s haze,avaay 28/1 kh,karel´s haze,30.4,0.1,no,avaay,Sativa,,0.0
imc pf thc25 purple flame: purple flame,imc pf thc25 purple flame,purple flame,25.0,0.1,non-irradiated,IMC,Hybrid,Südafrika,0.0
c&c cannabis 23/1: frosted lemon angel,c&c cannabis 23/1,frosted lemon angel,23.0,0.1,irradiated,Weeco Pharma,Hybrid,Dänemark,0.0
cannabis flos 24/1 ls ku.khanya select: khanya select,cannabis flos 24/1 ls ku.khanya select,khanya select,24.0,0.1,non-irradiated,Canify,Hybrid,Lesotho,0.0
green karat ro: runtz og,green karat ro,runtz og,29.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
bathera 26/1 facetz: facetz,bathera 26/1 facetz,facetz,26.0,1.0,non-irradiated,Bathera,Hybrid,Portugal,0.0
cannabis flos 24/1 ls ku. bafokeng choice: bafokeng choice,cannabis flos 24/1 ls ku. bafokeng choice,bafokeng choice,24.0,0.1,non-irradiated,Canify,Hybrid,Lesotho,0.0
green karat mg pt: modified gas,green karat mg pt,modified gas,24.8,0.1,non-irradiated,Cantourage,Hybrid,Portugal,9.95
navcora thc18 spotlight porto: master kush,navcora thc18 spotlight porto,master kush,18.0,0.1,irradiated,Navcora,Indica,Portugal,0.0
drapalin 20/1 pop: lemon freeze pop,drapalin 20/1 pop,lemon freeze pop,20.0,0.1,non-irradiated,Drapalin Pharmaceuticals,Hybrid,Tschechien,0.0
tilray thc 22 spotlight porto: island sweet skunk,tilray thc 22 spotlight porto,island sweet skunk,20.1,0.1,e-beam,Tilray,Sativa,,0.0
avaay signature 26/1 gpm: gun powder milkshake,avaay signature 26/1 gpm,gun powder milkshake,27.4,0.1,no,avaay,Hybrid Indica-dominant,,0.0
enua 22/1 abg ca: sweets,enua 22/1 abg ca,sweets,22.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
cannabis flos 23/1 co ku.kush mints: kush mints,cannabis flos 23/1 co ku.kush mints,kush mints,23.0,0.1,non-irradiated,Canify,Hybrid,Kolumbien,0.0
remexian 27/1 okc: orange kush cake,remexian 27/1 okc,orange kush cake,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
remexian 25/1 gac: grapes and cream,remexian 25/1 gac,grapes and cream,25.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
cannamedical hybrid classic: chocolate marshmallows,cannamedical hybrid classic,chocolate marshmallows,20.0,0.1,irradiated,Cannamedical,Hybrid,Kanada,0.0
alephsana rose 16/1: tropicana cookies,alephsana rose 16/1,tropicana cookies,16.0,0.1,non-irradiated,alephSana,Hybrid,Uruguay,0.0
remexian 23/1 mad: magic dream,remexian 23/1 mad,magic dream,23.0,1.0,non-irradiated,remexian pharma,Hybrid,unbestrahlt,0.0
roxton air bs01: banana sorbet,roxton air bs01,banana sorbet,24.4,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
adrex 24/1 can gorilla glue 4: gorilla glue,adrex 24/1 can gorilla glue 4,gorilla glue,24.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
hapa pharm thc20:cbd1: amnesia kush,hapa pharm thc20:cbd1,amnesia kush,20.0,0.1,non-irradiated,HAPA Pharm,Sativa,Nordmazedonien,0.0
cannamedical hybrid classic nm: gorilla zkittlez,cannamedical hybrid classic nm,gorilla zkittlez,20.4,0.1,no,Cannamedical,Hybrid,Nordmazedonien,0.0
cannamedical indica forte ma: tire fire,cannamedical indica forte ma,tire fire,22.8,0.1,gamma,Cannamedical,Indica,Kanada,0.0
enua 22/1 icc ca: ice cream cake,enua 22/1 icc ca,ice cream cake,22.0,0.1,non-irradiated,enua,Hybrid,Kanada,5.99
tilray thc22 spotlight porto: beach crasher,tilray thc22 spotlight porto,beach crasher,22.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
remexian 25/1 lpp: lemon pepper punch,remexian 25/1 lpp,lemon pepper punch,25.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
bediol: elida,bediol,elida,6.3,8.0,irradiated,Bedrocan,Sativa,Niederlande,0.0
tilray craft thc25 tam: triangle mints,tilray craft thc25 tam,triangle mints,25.0,0.1,non-irradiated,Tilray,Sativa,Kanada,12.14
wellford aquaponic 30/1 qsg: queen sangria,wellford aquaponic 30/1 qsg,queen sangria,30.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
avaay signature 23/1 cr: crescendo,avaay signature 23/1 cr,crescendo,23.0,0.1,non-irradiated,Vayamed,Hybrid,Kanada,0.0
pedanios 20/1 dnk: la confidential,pedanios 20/1 dnk,la confidential,20.0,0.1,irradiated,Aurora,Indica,Dänemark,0.0
drapalin 10/11 batha balanced: bafokeng choice x granddaddy purple,drapalin 10/11 batha balanced,bafokeng choice x granddaddy purple,10.0,11.0,non-irradiated,Drapalin Pharmaceuticals,Hybrid,Lesotho,0.0
mother 28 b8 can: beta 808,mother 28 b8 can,beta 808,28.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
tilray thc22 spotlight porto: wappa,tilray thc22 spotlight porto,wappa,22.0,0.1,irradiated,Tilray,Indica,Portugal,11.66
alephsana amber 26/1: kl003,alephsana amber 26/1,kl003,26.0,0.1,non-irradiated,alephSana,Hybrid,Portugal,0.0
craft fcf 31:01: first class funk,craft fcf 31:01,first class funk,31.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
tilray thc22 spotlight montevideo: gorilla glue,tilray thc22 spotlight montevideo,gorilla glue,22.0,0.1,irradiated,Tilray,Hybrid,Uruguay,0.0
imc thc27 pbm: peanut butter mac,imc thc27 pbm,peanut butter mac,27.0,0.1,non-irradiated,IMC,Hybrid,Kanada,0.0
pedanios 22/1 dnk: ghost train haze,pedanios 22/1 dnk,ghost train haze,22.0,0.1,irradiated,Aurora,Sativa,Dänemark,0.0
re:cannis 21/1 indica: erez,re:cannis 21/1 indica,erez,21.0,0.1,non-irradiated,Fette Pharma GmbH,Indica,Lesotho,0.0
cannabis flos 18/1 pt ku. mango: mango,cannabis flos 18/1 pt ku. mango,mango,18.0,0.1,irradiated,Canify,Hybrid,Portugal,0.0
craft sky 25:01: sky pie,craft sky 25:01,sky pie,25.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
beacon indica thc 20: sensi star,beacon indica thc 20,sensi star,20.0,0.1,irradiated,Natural Pharma,Indica,Kanada,0.0
tilray thc18 spotlight porto: sirius,tilray thc18 spotlight porto,sirius,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
cannamedical sativa classic nm: snowflake,cannamedical sativa classic nm,snowflake,20.0,0.1,non-irradiated,Cannamedical,Sativa,Nordmazedonien,0.0
typ 1 aphria: jean guy [bienville],typ 1 aphria,jean guy [bienville],20.0,0.1,irradiated,BfArM,Sativa,Deutschland,0.0
bathera 24/1: z-splitter,bathera 24/1,z-splitter,22.55,1.0,no,IUVO Therapeutics,Indica,,9.5
bathera 24/1 z-splitter: zkittlez x atom splitter,bathera 24/1 z-splitter,zkittlez x atom splitter,22.55,1.0,no,IUVO Therapeutics,Indica,,0.0
cannamedical indica ultra: crazy rntz,cannamedical indica ultra,crazy rntz,27.4,1.0,no,Cannamedical,Indica,Kanada,0.0
remexian 27/1 adv fco: frosted cookies,remexian 27/1 adv fco,frosted cookies,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,10.23
demecan craft d-jungle 31:01: purple punch x jungle cake,demecan craft d-jungle 31:01,purple punch x jungle cake,31.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
demecan craft omg 22:01: glitter pop bomb,demecan craft omg 22:01,glitter pop bomb,22.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
sibanax hybrid mcf 20/1: mac fem,sibanax hybrid mcf 20/1,mac fem,20.0,0.1,irradiated,Heyday,Hybrid,Portugal,0.0
iqanna no. 7: red dragon og,iqanna no. 7,red dragon og,20.0,0.1,non-irradiated,Cantourage,Hybrid,Uruguay,0.0
420 compound 33/1 ca gap: gastro pop,420 compound 33/1 ca gap,gastro pop,33.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
remexian 30/1 siu gg4: gorilla glue 4,remexian 30/1 siu gg4,gorilla glue 4,30.0,0.1,non-irradiated,remexian pharma,Hybrid,Lesotho,0.0
cantourage fotmer t3i: cheese quake,cantourage fotmer t3i,cheese quake,20.4,0.1,non-irradiated,Cantourage,Hybrid,Uruguay,0.0
tikun noga 27/1: noga,tikun noga 27/1,noga,27.0,0.1,non-irradiated,Dopiopharm GmbH,Hybrid,Griechenland,13.09
bathera 33/1 polar pop: polar pop,bathera 33/1 polar pop,polar pop,33.0,0.1,non-irradiated,Bathera,Hybrid,Portugal,8.25
tilray thc18 spotlight porto: rockstar,tilray thc18 spotlight porto,rockstar,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
420 natural 27/1 ca zrp: zour apple,420 natural 27/1 ca zrp,zour apple,27.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
buuo 15/1 sc: strawberry cloud,buuo 15/1 sc,strawberry cloud,15.0,0.1,non-irradiated,WMG Pharma,Hybrid,Kanada,0.0
grow 9/12 am: apricot mints,grow 9/12 am,apricot mints,9.0,12.0,non-irradiated,Nimbus Health,Indica,Kanada,0.0
tilray thc22 spotlight porto: triangle mints,tilray thc22 spotlight porto,triangle mints,22.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
cannamedical indica light: dark star,cannamedical indica light,dark star,16.5,0.1,non-irradiated,Cannamedical,Indica,Kanada,0.0
nedcann sc 21/01 chemdog 36: chemdog #36,nedcann sc 21/01 chemdog 36,chemdog #36,21.0,0.1,non-irradiated,Nedcann,Hybrid,Nordmazedonien,0.0
tilray thc22 spotlight porto: mango,tilray thc22 spotlight porto,mango,22.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
all nations gm-104: mac doughnut,all nations gm-104,mac doughnut,28.3,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
tilray thc22 bienville: bienville,tilray thc22 bienville,bienville,22.0,0.1,irradiated,Tilray,Sativa,Deutschland,0.0
mc lean drop: banana marker,mc lean drop,banana marker,22.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
cannamedical cbd: california orange,cannamedical cbd,california orange,8.0,8.0,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
avaay 21/1: gorilla glue 4,avaay 21/1,gorilla glue 4,21.0,0.1,non-irradiated,Vayamed,Hybrid,Kanada,0.0
cannamedical balanced classic: mango haze,cannamedical balanced classic,mango haze,8.0,8.0,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
tilray thc21: mango,tilray thc21,mango,21.0,0.1,unbekannt,Tilray,Indica,,0.0
tilray thc15 spotlight porto: sour diesel,tilray thc15 spotlight porto,sour diesel,15.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
tilray thc15 spotlight porto: rockstar,tilray thc15 spotlight porto,rockstar,15.0,1.0,irradiated,Tilray,Indica,Portugal,0.0
cantourage lumir: blue wizard,cantourage lumir,blue wizard,17.0,0.1,non-irradiated,Cantourage,Indica,Jamaika,0.0
cm 24/1 bry: strawberry og,cm 24/1 bry,strawberry og,24.0,0.1,irradiated,Cannamedical,Hybrid,Spanien,6.79
enua 25/1 ssv ca: sweet san valley,enua 25/1 ssv ca,sweet san valley,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,12.85
supreme 18/1: white widow,supreme 18/1,white widow,18.0,0.1,irradiated,WMG Pharma,Hybrid,Dänemark,0.0
remexian 18/1: white widow,remexian 18/1,white widow,18.0,0.1,irradiated,remexian pharma,Sativa,Dänemark,0.0
tweed glitter bomb 20/1: glitter bomb,tweed glitter bomb 20/1,glitter bomb,20.0,0.1,non-irradiated,Tweed,Hybrid,Portugal,0.0
imc bd thc25 set fire: set fire,imc bd thc25 set fire,set fire,25.0,0.1,non-irradiated,IMC,Hybrid,Israel,0.0
demecan craft ozk x cc 24:01: ozk x cc,demecan craft ozk x cc 24:01,ozk x cc,24.0,0.1,non-irradiated,Demecan,Hybrid,Deutschland,9.52
craft black triangle 27:01: black triangle,craft black triangle 27:01,black triangle,27.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
therismos 30/1 qsg: queen sangria,therismos 30/1 qsg,queen sangria,30.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
tilray thc18 spotlight porto: white widow,tilray thc18 spotlight porto,white widow,18.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
bedica: talea,bedica,talea,14.0,0.1,irradiated,Bedrocan,Indica,Niederlande,17.09
420 natural 15/1 ca trp: tropicana cookies,420 natural 15/1 ca trp,tropicana cookies,15.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
enua 30/1 slc: slurricane,enua 30/1 slc,slurricane,30.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
31/1 amici as: atomic sour grapefruit,31/1 amici as,atomic sour grapefruit,31.0,1.0,non-irradiated,cansativa,Indica,Kanada,0.0
tikun midnight 10/14: midnight,tikun midnight 10/14,midnight,10.0,14.0,non-irradiated,Dopiopharm GmbH,Hybrid,Griechenland,14.04
mccn no. 5: lemon sour diesel,mccn no. 5,lemon sour diesel,23.0,0.1,non-irradiated,Cantourage,Hybrid,Kolumbien,0.0
ostara gc: gas cake,ostara gc,gas cake,32.1,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
navcora thc22 spotlight porto: galaxy walker og,navcora thc22 spotlight porto,galaxy walker og,22.0,0.1,irradiated,Navcora,Hybrid,Portugal,0.0
33/1 the bc green tck: tiger cake,33/1 the bc green tck,tiger cake,33.0,0.1,non-irradiated,Canymed,Hybrid,Portugal,0.0
imc thc17 t01 hk: hindu kush,imc thc17 t01 hk,hindu kush,17.0,0.1,irradiated,IMC,Indica,Spanien,10.0
tilray thc22 spotlight porto: white widow,tilray thc22 spotlight porto,white widow,22.0,1.0,irradiated,Tilray,Hybrid,Portugal,0.0
remexian 24/1 cbm fu: future island,remexian 24/1 cbm fu,future island,24.0,1.0,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
navcora thc22 spotlight porto: headband,navcora thc22 spotlight porto,headband,22.0,0.1,irradiated,Navcora,Sativa,Portugal,0.0
canpharma flos 20/1: hindu kush,canpharma flos 20/1,hindu kush,20.0,0.1,irradiated,CanPharma,Hybrid,Spanien,0.0
tilray thc25 spotlight porto: galaxy walker og,tilray thc25 spotlight porto,galaxy walker og,25.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
oceanic bl: black lavender,oceanic bl,black lavender,23.4,0.1,non-irradiated,Cantourage,Sativa,Kanada,0.0
cannamedical hybrid classic ury: white gorilla,cannamedical hybrid classic ury,white gorilla,21.0,0.1,non-irradiated,Cannamedical,Hybrid,Uruguay,0.0
khiron c 5/7: caramel,khiron c 5/7,caramel,5.0,7.0,non-irradiated,Khiron,Indica,Portugal,0.0
alephsana water 4/8: amnesia balanced,alephsana water 4/8,amnesia balanced,4.0,8.0,non-irradiated,alephSana,Sativa,Portugal,11.19
ceres no.4: top 5,ceres no.4,top 5,24.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
cannamedical sativa: strawberry ice,cannamedical sativa,strawberry ice,20.0,0.1,irradiated,Cannamedical,Sativa,Kanada,0.0
materia gh 27/1: grape haze,materia gh 27/1,grape haze,27.0,0.1,non-irradiated,Materia,Hybrid,Kanada,0.0
imc ncc thc21 cookies n´cream: cookes & cream,imc ncc thc21 cookies n´cream,cookes & cream,21.0,0.1,non-irradiated,IMC,Hybrid,Israel,0.0
imc craft sus thc26 super sativa: boost x tangelo,imc craft sus thc26 super sativa,boost x tangelo,26.0,0.1,non-irradiated,IMC,Hybrid,Kanada,13.09
tilray craft thc25: bienville (jean guy),tilray craft thc25,bienville (jean guy),25.0,0.1,non-irradiated,Tilray,Hybrid,Deutschland,9.76
aurora 20/1: pink kush,aurora 20/1,pink kush,20.0,0.1,irradiated,Aurora,Indica,Kanada,0.0
tilray thc22 spotlight porto: pink kush,tilray thc22 spotlight porto,pink kush,22.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
420 natural 18/1 ca sk: sour kush,420 natural 18/1 ca sk,sour kush,18.0,0.1,non-irradiated,Four 20 Pharma,n.a.,Kanada,0.0
tilray thc22 spotlight porto: purps,tilray thc22 spotlight porto,purps,22.0,0.1,irradiated,Tilray,Hybrid,Portugal,11.66
khiron slh 24/1: super lemon haze,khiron slh 24/1,super lemon haze,24.0,0.1,non-irradiated,Pharmadrug,Sativa,Portugal,0.0
aphria forte 9: bienville (jean guy),aphria forte 9,bienville (jean guy),22.0,0.1,irradiated,Aphria,Sativa,Kanada,0.0
cannamedical hybrid light: jean guy,cannamedical hybrid light,jean guy,16.5,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
remexian 30/1 gjy flv: flawless victory,remexian 30/1 gjy flv,flawless victory,29.6,0.2,no,Remexian,Hybrid Indica-dominant,,9.95
huala 20/1 ca grf: grape face,huala 20/1 ca grf,grape face,19.64,0.4,no,420 Pharma,Hybrid Sativa-dominant,,0.0
bedrolite: rensina,bedrolite,rensina,1.0,7.5,irradiated,Bedrocan,Sativa,Niederlande,21.9
mother 26 gf can garlic funk: garlic funk,mother 26 gf can garlic funk,garlic funk,26.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,11.07
grow 18 hf mac: hellfire,grow 18 hf mac,hellfire,18.0,0.1,non-irradiated,Nimbus Health,Hybrid,Nordmazedonien,0.0
alephsana water 5/13: amnesia balanced,alephsana water 5/13,amnesia balanced,5.0,13.0,non-irradiated,alephSana,Sativa,Portugal,0.0
canopy tck 27: tigercake,canopy tck 27,tigercake,27.0,0.1,irradiated,Canopy Medical,Indica,Kanada,0.0
cannamedical indica forte nm: sugar bomb punch,cannamedical indica forte nm,sugar bomb punch,24.0,1.0,non-irradiated,Cannamedical,Hybrid,Nordmazedonien,0.0
tilray thc25 spotlight montevideo: gorilla glue,tilray thc25 spotlight montevideo,gorilla glue,25.0,0.1,irradiated,Tilray,Hybrid,Uruguay,0.0
cannabis flos 22/1 pt ku.: pink kush,cannabis flos 22/1 pt ku.,pink kush,22.4,1.0,e-beam,Canify,Hybrid Indica-dominant,Portugal,0.0
tilray thc18 spotlight porto: lemon sour diesel,tilray thc18 spotlight porto,lemon sour diesel,18.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
gm colour of space 28:01: sour apple x animal cookies,gm colour of space 28:01,sour apple x animal cookies,28.0,0.1,non-irradiated,German Medical,Hybrid,Südafrika,0.0
cm 24/1 icm: incredible milk,cm 24/1 icm,incredible milk,24.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
craft zoero 25:01: oreoz,craft zoero 25:01,oreoz,25.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
